     r start (m)       r end (m)  v start (ms-1)    v end (ms-1)    accel (ms-2)     t start (s)       t end (s)
   1165893.00000   1159522.00000      9642.59952      9645.36732         4.18971      1029.73119      1030.39181
   1159522.00000   1153151.00000      9645.36732      9648.11961         4.16742      1030.39181      1031.05224
   1153151.00000   1146780.00000      9648.11961      9650.85639         4.14511      1031.05224      1031.71248
   1146780.00000   1140409.00000      9650.85639      9653.57767         4.12280      1031.71248      1032.37254
   1140409.00000   1134038.00000      9653.57767      9656.28345         4.10048      1032.37254      1033.03241
   1134038.00000   1127667.00000      9656.28345      9658.97375         4.07815      1033.03241      1033.69209
   1127667.00000   1121296.00000      9658.97375      9661.64856         4.05581      1033.69209      1034.35159
   1121296.00000   1114925.00000      9661.64856      9664.30790         4.03345      1034.35159      1035.01091
   1114925.00000   1108554.00000      9664.30790      9666.95177         4.01109      1035.01091      1035.67005
   1108554.00000   1102183.00000      9666.95177      9669.58018         3.98872      1035.67005      1036.32901
   1102183.00000   1095812.00000      9669.58018      9672.19313         3.96634      1036.32901      1036.98780
   1095812.00000   1089441.00000      9672.19313      9674.79064         3.94395      1036.98780      1037.64640
   1089441.00000   1083070.00000      9674.79064      9677.37270         3.92156      1037.64640      1038.30483
   1083070.00000   1076699.00000      9677.37270      9679.93932         3.89915      1038.30483      1038.96308
   1076699.00000   1070328.00000      9679.93932      9682.49052         3.87673      1038.96308      1039.62116
   1070328.00000   1063957.00000      9682.49052      9685.02628         3.85430      1039.62116      1040.27906
   1063957.00000   1057586.00000      9685.02628      9687.54662         3.83186      1040.27906      1040.93680
   1057586.00000   1051215.00000      9687.54662      9690.05155         3.80940      1040.93680      1041.59436
   1051215.00000   1044844.00000      9690.05155      9692.54106         3.78694      1041.59436      1042.25175
   1044844.00000   1038473.00000      9692.54106      9695.01516         3.76446      1042.25175      1042.90898
   1038473.00000   1032102.00000      9695.01516      9697.47386         3.74198      1042.90898      1043.56604
   1032102.00000   1025731.00000      9697.47386      9699.91716         3.71948      1043.56604      1044.22293
   1025731.00000   1019360.00000      9699.91716      9702.34506         3.69697      1044.22293      1044.87966
   1019360.00000   1012989.00000      9702.34506      9704.75757         3.67445      1044.87966      1045.53622
   1012989.00000   1006618.00000      9704.75757      9707.15470         3.65192      1045.53622      1046.19262
   1006618.00000   1000247.00000      9707.15470      9709.53644         3.62938      1046.19262      1046.84886
   1000247.00000    993876.00000      9709.53644      9711.90280         3.60682      1046.84886      1047.50494
    993876.00000    987505.00000      9711.90280      9714.25377         3.58424      1047.50494      1048.16086
    987505.00000    981134.00000      9714.25377      9716.58937         3.56166      1048.16086      1048.81662
    981134.00000    974763.00000      9716.58937      9718.90960         3.53907      1048.81662      1049.47223
    974763.00000    968392.00000      9718.90960      9721.21446         3.51646      1049.47223      1050.12768
    968392.00000    962021.00000      9721.21446      9723.50396         3.49385      1050.12768      1050.78297
    962021.00000    955650.00000      9723.50396      9725.77811         3.47124      1050.78297      1051.43811
    955650.00000    949279.00000      9725.77811      9728.03690         3.44861      1051.43811      1052.09310
    949279.00000    942908.00000      9728.03690      9730.28035         3.42597      1052.09310      1052.74793
    942908.00000    936537.00000      9730.28035      9732.50846         3.40333      1052.74793      1053.40262
    936537.00000    930166.00000      9732.50846      9734.72123         3.38067      1053.40262      1054.05715
    930166.00000    923795.00000      9734.72123      9736.91867         3.35801      1054.05715      1054.71154
    923795.00000    917424.00000      9736.91867      9739.10079         3.33534      1054.71154      1055.36578
    917424.00000    911053.00000      9739.10079      9741.26758         3.31266      1055.36578      1056.01987
    911053.00000    904682.00000      9741.26758      9743.41906         3.28997      1056.01987      1056.67382
    904682.00000    898311.00000      9743.41906      9745.55522         3.26728      1056.67382      1057.32763
    898311.00000    891940.00000      9745.55522      9747.67607         3.24455      1057.32763      1057.98129
    891940.00000    885569.00000      9747.67607      9749.78159         3.22181      1057.98129      1058.63481
    885569.00000    879198.00000      9749.78159      9751.87180         3.19907      1058.63481      1059.28819
    879198.00000    872827.00000      9751.87180      9753.94670         3.17633      1059.28819      1059.94143
    872827.00000    866456.00000      9753.94670      9756.00631         3.15358      1059.94143      1060.59454
    866456.00000    860085.00000      9756.00631      9758.05063         3.13083      1060.59454      1061.24750
    860085.00000    853714.00000      9758.05063      9760.07967         3.10807      1061.24750      1061.90033
    853714.00000    847343.00000      9760.07967      9762.09344         3.08531      1061.90033      1062.55302
    847343.00000    840972.00000      9762.09344      9764.09193         3.06255      1062.55302      1063.20558
    840972.00000    834601.00000      9764.09193      9766.07517         3.03978      1063.20558      1063.85801
    834601.00000    828230.00000      9766.07517      9768.04315         3.01701      1063.85801      1064.51031
    828230.00000    821859.00000      9768.04315      9769.99588         2.99424      1064.51031      1065.16247
    821859.00000    815488.00000      9769.99588      9771.93337         2.97146      1065.16247      1065.81450
    815488.00000    809117.00000      9771.93337      9773.85563         2.94868      1065.81450      1066.46641
    809117.00000    802746.00000      9773.85563      9775.76266         2.92589      1066.46641      1067.11819
    802746.00000    796375.00000      9775.76266      9777.65447         2.90310      1067.11819      1067.76984
    796375.00000    790004.00000      9777.65447      9779.53107         2.88032      1067.76984      1068.42136
    790004.00000    783633.00000      9779.53107      9781.39247         2.85754      1068.42136      1069.07276
    783633.00000    777262.00000      9781.39247      9783.23868         2.83474      1069.07276      1069.72404
    777262.00000    770891.00000      9783.23868      9785.06969         2.81194      1069.72404      1070.37519
    770891.00000    764520.00000      9785.06969      9786.88550         2.78913      1070.37519      1071.02623
    764520.00000    758149.00000      9786.88550      9788.68613         2.76631      1071.02623      1071.67714
    758149.00000    751778.00000      9788.68613      9790.47157         2.74348      1071.67714      1072.32793
    751778.00000    745407.00000      9790.47157      9792.24183         2.72064      1072.32793      1072.97861
    745407.00000    739036.00000      9792.24183      9793.99691         2.69780      1072.97861      1073.62917
    739036.00000    732665.00000      9793.99691      9795.73681         2.67494      1073.62917      1074.27961
    732665.00000    726294.00000      9795.73681      9797.46153         2.65208      1074.27961      1074.92994
    726294.00000    719923.00000      9797.46153      9799.17108         2.62921      1074.92994      1075.58015
